-2.320136599999999873e+02,1.122325900000000019e+02,5.681144399999999450e+02,6.241983599999999797e+02,1.531426799999999977e+00,2.691043399999999863e+00,2.577333699999999794e+02,2.244491399999999999e+02,-1.003778999999999968e+02,5.370183100000000422e+02,5.913472299999999677e+02,1.523076199999999991e+00,-4.205387500000000167e-01,2.458722099999999955e+02,3.111593200000000170e+00,5.059990199999999732e+02,1.068014999999999937e+01,2.569522000000000195e-01,4.146710299999999960e-01,5.142857099999999946e+02,6.839109299999999748e-10
1.293705600000000118e+02,2.030811160000000086e+02,4.602650449999999864e+02,5.202138670000000502e+02,1.403340819999999933e+00,1.003586649999999914e+00,2.407876280000000122e+02,-1.236246639999999957e+02,-1.837548830000000066e+02,-2.352915000000000134e+01,2.234543150000000082e+02,-1.060419979999999984e-01,-2.163012029999999974e+00,2.214698940000000107e+02,3.462852719999999884e+00,6.015792239999999538e+02,1.386869429999999959e+01,1.516009720000000005e-01,6.230575440000000187e-01,4.761262209999999868e+02,9.431882829999999893e-09
-1.565209700000000055e+02,-1.965709799999999916e+02,7.976472199999999475e+02,8.370692699999999604e+02,1.872200800000000109e+00,-2.243250600000000095e+00,2.512746699999999862e+02,1.686274600000000135e+02,1.678163800000000094e+02,2.967901600000000144e+02,3.833001399999999990e+02,1.046048499999999937e+00,7.829874199999999895e-01,2.379024000000000001e+02,3.136980100000000160e+00,5.390129399999999578e+02,1.656001499999999993e+01,1.649619499999999961e-01,4.025367499999999987e-01,5.057370900000000233e+02,-1.133410400000000042e-09
2.800925099999999901e+01,2.629908800000000042e+02,-5.289340200000000323e+02,5.925276499999999942e+02,-1.443597599999999925e+00,1.464693500000000093e+00,2.644782099999999900e+02,-4.762876899999999836e+01,-1.649437599999999975e+02,-3.742732799999999997e+02,4.154852599999999825e+02,-1.521365400000000090e+00,-1.851907399999999981e+00,1.716826800000000048e+02,2.967603399999999780e+00,4.362435899999999833e+02,1.086615000000000038e+02,2.364931700000000026e-01,4.347431099999999882e-01,5.448223900000000413e+02,6.259359700000000249e-11
2.521368410000000040e+02,1.153135450000000048e+02,6.624513550000000350e+02,7.186593629999999848e+02,1.605323789999999917e+00,4.289452730000000158e-01,2.772547609999999736e+02,-2.385936279999999954e+02,-1.082746280000000070e+02,2.236850279999999884e+02,3.453777469999999994e+02,7.740695480000000517e-01,-2.715580220000000100e+00,2.620120539999999778e+02,3.246870760000000189e+00,5.888160400000000436e+02,1.972616770000000130e+01,2.477934059999999938e-01,5.076259370000000271e-01,5.589929809999999861e+02,-1.258574359999999909e-09
2.458747999999999934e+02,-1.166091600000000028e+02,-1.204475100000000111e+03,1.235060500000000047e+03,-2.193207500000000199e+00,-4.428463000000000260e-01,2.721251800000000003e+02,-2.203900299999999959e+02,1.258531100000000009e+02,-3.750174900000000093e+02,4.543303199999999720e+02,-1.182302699999999929e+00,2.622734100000000179e+00,2.537927699999999902e+02,3.227957700000000152e+00,5.987567699999999604e+02,2.869104799999999855e+01,8.847846099999999436e-02,3.118359399999999781e-01,5.546090100000000120e+02,1.577222499999999927e-10
9.645754999999999768e+01,2.129881699999999967e+02,-1.723659100000000137e+02,2.930154099999999744e+02,-6.828748599999999724e-01,1.145551999999999904e+00,2.338119399999999928e+02,-1.081967899999999929e+02,-2.063138899999999865e+02,1.660341300000000047e+02,2.878186000000000035e+02,6.630435599999999763e-01,-2.053794900000000201e+00,2.329634399999999914e+02,3.364752100000000024e+00,5.806425199999999904e+02,2.672851599999999905e+01,9.161228700000000015e-04,8.095881299999999614e-01,4.935039100000000190e+02,6.572921300000000088e-09
7.293953700000000140e+01,-1.959802200000000028e+02,-1.909652399999999943e+02,2.882573499999999740e+02,-8.186563799999999613e-01,-1.214501999999999970e+00,2.091134199999999908e+02,-2.631565700000000163e+01,1.842214400000000012e+02,-6.568899499999999989e+02,6.830439499999999953e+02,-1.973910499999999901e+00,1.712684400000000107e+00,1.860915099999999995e+02,3.146908300000000214e+00,4.714400899999999979e+02,6.767526999999999759e+01,1.683537200000000122e-01,4.108201000000000214e-01,4.628801900000000273e+02,7.080455699999999633e-10
-2.351600200000000029e+02,-3.571240500000000111e+02,-1.060164400000000029e+02,4.463923300000000154e+02,-2.454639399999999916e-01,-2.153111700000000184e+00,4.275953999999999837e+02,2.268983599999999967e+02,3.330519100000000208e+02,-1.409486699999999928e+02,4.286427600000000098e+02,-3.429868200000000256e-01,9.727515599999999596e-01,4.029968299999999886e+02,3.127384199999999836e+00,8.390750100000000202e+02,1.604822300000000013e+01,1.223956800000000067e-01,9.575423600000000368e-01,8.466404400000000123e+02,3.057049699999999806e-08
-7.060333300000000634e+01,-2.686982100000000173e+02,-4.002878699999999981e+02,4.875548999999999751e+02,-1.161481900000000067e+00,-1.827748499999999998e+00,2.778193099999999731e+02,3.873403900000000277e+01,2.521145500000000084e+02,-1.167108900000000062e+02,2.818169899999999757e+02,-4.429334400000000116e-01,1.418351700000000104e+00,2.550726799999999912e+02,3.120928999999999842e+00,5.686428799999999910e+02,9.300748799999999150e+00,3.568679699999999788e-01,6.944071099999999941e-01,5.421927500000000464e+02,2.739812500000000045e-10
