8.057502700000000573e+01,-2.479105500000000006e+02,8.176581600000000094e+01,2.766719100000000253e+02,3.087400799999999723e-01,-1.256549499999999986e+00,2.606759900000000130e+02,-1.133780399999999986e+02,2.215963299999999947e+02,9.624206499999999664e+01,2.671002199999999789e+02,3.776059399999999733e-01,2.043714299999999984e+00,2.489166700000000105e+02,2.983716499999999883e+00,5.120867899999999509e+02,2.299994299999999825e+01,1.717578899999999964e-01,9.436249700000000074e-01,5.325925899999999729e+02,-6.280512100000000109e-09
-2.378068199999999877e+02,-1.037838799999999964e+02,2.085947400000000016e+02,3.355757800000000088e+02,7.357382199999999983e-01,-2.730088199999999965e+00,2.594671000000000163e+02,2.237663599999999917e+02,2.252913699999999864e+01,-1.371284300000000087e+02,2.653218400000000088e+02,-5.771564799999999718e-01,1.003433799999999959e-01,2.248976299999999924e+02,3.120101899999999873e+00,5.909069799999999759e+02,3.237126200000000154e+01,2.862218999999999874e-02,8.122357700000000236e-01,5.167359599999999773e+02,-6.196601500000000359e-09
-2.351872099999999932e+02,7.315261099999999317e+01,-8.676328700000000254e+02,9.038679799999999886e+02,-1.971923899999999952e+00,2.840038499999999910e+00,2.463012999999999977e+02,2.364031699999999887e+02,-6.023749500000000268e+01,-1.748927300000000002e+02,3.013375899999999774e+02,-6.664565199999999967e-01,-2.494990099999999933e-01,2.439569899999999905e+02,3.354025599999999940e+00,6.045597500000000082e+02,1.407353999999999949e+01,1.305668799999999963e-01,4.080132499999999940e-01,5.043318199999999933e+02,2.709320300000000103e-11
-8.116212500000000318e+01,-2.305589300000000037e+02,-8.364412699999999745e+01,2.604228499999999826e+02,-3.358548299999999931e-01,-1.909272599999999986e+00,2.444273100000000056e+02,9.036448699999999690e+01,1.966458000000000084e+02,3.125952100000000087e+02,3.811965000000000146e+02,1.163536300000000079e+00,1.140046200000000010e+00,2.164146700000000010e+02,3.398016900000000007e+00,5.983493700000000217e+02,1.320476200000000055e+01,1.259952199999999911e-01,7.222005099999999622e-01,4.740467499999999745e+02,5.275776500000000284e-10
6.805252799999999525e+01,2.434541600000000017e+02,1.378807099999999991e+03,1.402221199999999953e+03,2.397874600000000189e+00,1.298224299999999998e+00,2.527866199999999992e+02,-1.073307599999999979e+02,-1.957596699999999998e+02,4.587402299999999968e+02,5.107865600000000086e+02,1.467878900000000097e+00,-2.072316600000000175e+00,2.232526400000000137e+02,3.057513500000000217e+00,5.283947100000000319e+02,2.871896699999999925e+01,5.597547399999999729e-02,2.490227499999999872e-01,5.047582400000000007e+02,2.332703999999999848e-10
-1.484280400000000100e+02,-2.146663499999999942e+02,1.643017700000000048e+02,3.099861099999999965e+02,5.939963499999999508e-01,-2.175751399999999780e+00,2.609837600000000180e+02,1.290361599999999953e+02,1.750416099999999915e+02,6.248974600000000237e+02,6.619288900000000240e+02,1.777695100000000084e+00,9.355543899999999580e-01,2.174624000000000024e+02,3.328868599999999844e+00,5.655415000000000418e+02,1.188421400000000006e+01,2.506728500000000026e-01,4.937496200000000002e-01,4.903303799999999910e+02,1.297339700000000100e-09
-2.459698500000000081e+02,-6.429885899999999310e+01,-3.416000099999999975e+02,4.276080000000000041e+02,-1.104779799999999979e+00,-2.885904800000000048e+00,2.542351500000000044e+02,1.729472800000000063e+02,1.154352700000000027e+02,-1.821308400000000063e+02,2.780618900000000053e+02,-7.908548699999999876e-01,5.885511599999999621e-01,2.079328299999999956e+02,2.826218100000000177e+00,4.644660900000000083e+02,1.441823100000000046e+01,4.364711000000000007e-01,6.581953200000000281e-01,4.765862099999999941e+02,-2.466056899999999903e-09
2.203974910000000023e+02,8.509547419999999818e+01,5.382694089999999960e+02,5.888630980000000363e+02,1.561609150000000001e+00,3.684664959999999767e-01,2.362547299999999950e+02,-1.954458009999999888e+02,-1.091258540000000039e+02,8.254890749999999571e+02,8.568789060000000291e+02,2.016056059999999928e+00,-2.632366419999999874e+00,2.238470759999999871e+02,3.035048719999999811e+00,4.786781619999999862e+02,9.837271689999999680e+00,1.415411679999999950e-01,3.188175260000000177e-01,4.699390869999999722e+02,1.867479949999999826e-09
3.090223700000000235e+02,-3.001687599999999989e+01,3.469051799999999730e+02,4.662519800000000032e+02,9.619545900000000538e-01,-9.683118799999999859e-02,3.104767800000000193e+02,-2.947138400000000047e+02,6.041628299999999996e+01,4.850460199999999986e+02,5.726101700000000392e+02,1.255479500000000082e+00,2.939394200000000179e+00,3.008427699999999732e+02,3.050380500000000161e+00,6.212591599999999517e+02,1.858950199999999953e+01,4.927876900000000004e-01,5.898348700000000111e-01,6.299090599999999540e+02,1.115939500000000022e-09
1.031109000000000009e+02,-2.245797100000000057e+02,-7.634072300000000268e+02,8.034205899999999474e+02,-1.846290900000000068e+00,-1.140377299999999927e+00,2.471192200000000128e+02,-8.230963099999999599e+01,7.372972900000000607e+01,-6.122386500000000069e+02,6.224408600000000433e+02,-2.413271700000000131e+00,2.411124699999999788e+00,1.105031599999999941e+02,2.789903400000000033e+00,3.427694999999999936e+02,1.273164600000000064e+02,7.980895799999999929e-02,2.510687699999999967e-01,4.849388400000000274e+02,-2.161073100000000020e-09
