Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
6.0,0:00:37.302976,18.677027027027027,40.3375,86.05945945945948,86.5,13.13962204391892,13.21097183227539
