Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
12.0,0:04:11.084913,19.05773092369478,41.925,83.42248995983934,85.5,12.737609296438684,13.049728393554688
