Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
14.0,0:04:24.606687,17.12461832061069,48.9,83.00839694656489,83.5,12.674410113851533,12.754150390625
