Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
1.0,0:00:15.148160,34.62692307692307,54.225,0.5999999999999999,0.6,0.597412109375,0.597412109375
