Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
26.0,0:06:45.814102,22.167506218905473,48.175,86.41791044776119,86.7,14.434561980897515,14.479633331298828
