Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
8.0,0:01:24.861447,19.3375,31.65,84.27976190476193,84.8,12.867543856302897,12.940704345703125
