Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
2.0,0:00:02.012440,22.918750000000003,25.5625,86.4,86.4,13.193473815917969,13.194351196289062
