Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
19.0,0:05:18.747871,16.660522151898736,28.125,79.10506329113926,79.3,13.211082748219937,13.253028869628906
