Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
18.0,0:05:19.940580,16.725276025236592,32.6875,79.21167192429023,79.7,13.229974211202435,13.304840087890625
