Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
3.0,0:52:07.365706,21.10884695848085,91.95,81.9891857096878,86.1,18.967644770351836,19.912185668945312
