Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
4.0,0:00:10.084284,19.990000000000002,26.25,86.02000000000001,86.2,13.13525848388672,13.157062530517578
