Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
16.0,0:05:13.981408,20.810932475884243,44.4375,84.84823151125403,90.0,14.75630563325054,16.457683563232422
