Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
13.0,0:04:18.415570,17.934521484374997,44.425,82.77851562499998,83.5,12.638517692685127,12.745330810546875
