Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
15.0,0:05:01.422516,20.83683110367893,83.425,83.58628762541807,86.5,12.768127454164436,14.82354736328125
