Granularity,Time_Elapsed,Mean CPU_Percentage,Max CPU_Percentage,Mean RAM_Percentage,Max RAM_Percentage,Mean RAM_Usage_GB,Max RAM_Usage_GB
11.0,0:03:48.266200,21.385066371681415,43.537499999999994,84.33318584070798,85.2,12.876924025273956,13.01406478881836
